"","Alnus.glutinosa.type","Betula","Calluna.vulgaris","Castanea.sativa","Corylus.avellana","Cryptomeria.japonica","Ericaceae","Frangula.azorica","Fraxinus.excelsior","Hedera.azorica","Ilex.perado","Juniperus.brevifolia","Ligustrum","Myrica.faya","Myrsine.africana","Picconia.azorica","Pinus","Quercus","Rubus","Ulex.type","Vaccinium.cylindraceum","Viburnum.tinus","Allium.type","Ambrosia","Anagallis","Angelica.lignescens","Apiaceae","Artemisia","Asteraceae.Subfam..Cichorioideae","Bellis.type","Bidens","Boraginaceae","Brassicaceae","Centaurium","Cerealia","Chaerophyllum.azoricum","Chenopodiaceae.type","Chrysanthemum.type","Crassulaceae","Daucus.carota","Euphorbia","Euphrasia","Fabaceae","Falcaria.type","Hydrangea","Hypericum","Juncaceae","Lamiaceae","Liliaceae.type","Lysimachia","Mentha.type","Plantago.alpina.type","Plantago.lanceolata.type","Poaceae","Pollen..tricolporate..small..smooth.","Polygonum.persicaria.type","Potentilla.type","Ranunculus.cortusifolius.type","Rubiaceae","Rumex.acetosella.type","Rumex.obtusifolius.type","Sagina","Secale","Senecio.type","Spergula.type","Teucrium","Thalictrum","Urtica","Verbena.officinalis","Veronica","Zea.mays","Adiantum","Anogramma.leptophylla.Pteris.cretica","Asplenium.type","Athyrium.filix.femina","Blechnum","Cheilanthes.type","Culcita.macrocarpa","Diphasiastrum.madeirense","Dryopteris.dilatata.type","Dryopteris.filix.mas.type","Huperzia.selago","Hymenophyllum.tunbrigense.type","Lycopodium.inundatum","Monolete.fern.spore","Ophioglossum.azoricum","Ophioglossum.lusitanicum","Osmunda.regalis","Polypodium","Pteridium.aquilinum","Selaginella.kraussiana","Trichomanes","Trilete.fern.spore","Alisma","Cyperaceae","Isoetes","Littorella.uniflora","Potamogeton.type","Anthoceros.punctatus","Cercophora.type","Juniperus..stomata","Cal_yrs_BP","min","max"
"11",0,0,0.00146914789422135,0,0,0,0.00734573947110676,0.000979431929480901,0,0,0.00342801175318315,0.034769833496572,0,0.00538687561214496,0.0940254652301665,0.00832517140058766,0,0,0.000489715964740451,0,0.000979431929480901,0.000979431929480901,0,0,0,0,0,0,0.000979431929480901,0,0,0,0,0.000489715964740451,0,0,0.000979431929480901,0,0,0,0.0019588638589618,0,0,0,0,0,0,0,0,0.000489715964740451,0,0,0.000979431929480901,0.0396669931439765,0,0,0.00685602350636631,0,0,0,0,0,0,0,0,0,0,0,0.000489715964740451,0,0,0,0.00832517140058766,0,0,0,0,0.0230166503428012,0.000489715964740451,0,0,0.000979431929480901,0,0,0.10822722820764,0,0.000979431929480901,0,0.000489715964740451,0.00489715964740451,0.00342801175318315,0.00636630754162586,0.000979431929480901,0,0.00783545543584721,0.621449559255632,0,0,0.000489715964740451,0.000979431929480901,0,178.5,NA,NA
"12",0,0,0.00343473994111874,0,0,0,0.013738959764475,0,0,0,0.0014720314033366,0.0363101079489696,0,0.00392541707556428,0.0947006869479882,0.00637880274779195,0,0,0,0,0.0014720314033366,0.000490677134445535,0,0,0,0,0,0,0.00098135426889107,0,0,0.000490677134445535,0.000490677134445535,0,0.000490677134445535,0,0,0.000490677134445535,0,0,0.0014720314033366,0,0,0,0,0,0,0,0,0,0,0,0.000490677134445535,0.0480863591756624,0.00098135426889107,0,0.00588812561334642,0,0,0,0,0,0,0,0.000490677134445535,0,0,0,0,0,0.000490677134445535,0,0.00785083415112856,0,0,0.00098135426889107,0,0.0264965652600589,0,0,0.000490677134445535,0.000490677134445535,0.000490677134445535,0,0.118253189401374,0,0,0,0.000490677134445535,0.0103042198233562,0.00539744847890088,0.0103042198233562,0,0,0.00932286555446516,0.580961727183513,0,0.00098135426889107,0.00343473994111874,0.00098135426889107,0,203.5,NA,NA
"13",0,0.000525486074619023,0.00367840252233316,0,0,0,0.0105097214923805,0.00157645822385707,0,0,0.00525486074619023,0.0394114555964267,0.000525486074619023,0.00735680504466632,0.119810825013137,0.0120861797162375,0,0.000525486074619023,0,0.000525486074619023,0.00105097214923805,0.00210194429847609,0,0,0,0.000525486074619023,0,0,0.000525486074619023,0.000525486074619023,0,0,0.000525486074619023,0,0,0.000525486074619023,0,0.000525486074619023,0,0,0.00105097214923805,0,0,0,0,0.00105097214923805,0,0,0,0.000525486074619023,0,0,0,0.0304781923279033,0,0,0.00945874934314241,0,0.000525486074619023,0,0,0.00105097214923805,0,0,0.00105097214923805,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0.000525486074619023,0.0404624277456647,0.00105097214923805,0,0,0.00262743037309511,0,0,0.10194429847609,0,0.00105097214923805,0,0.000525486074619023,0.00893326326852338,0.00262743037309511,0.00945874934314241,0.00105097214923805,0.000525486074619023,0.0105097214923805,0.557015239096164,0,0,0.00157645822385707,0.00105097214923805,0,290.5,NA,NA
"14",0,0.000722543352601156,0.00722543352601156,0,0,0,0.0122832369942197,0.00216763005780347,0,0,0.00939306358381503,0.115606936416185,0,0.00867052023121387,0.190028901734104,0.0245664739884393,0.000722543352601156,0.000722543352601156,0,0,0.00289017341040462,0.00144508670520231,0,0,0,0.000722543352601156,0,0,0.000722543352601156,0.000722543352601156,0,0,0,0.000722543352601156,0,0,0,0.000722543352601156,0,0,0.00289017341040462,0,0,0,0,0.000722543352601156,0,0,0,0,0,0,0,0.0375722543352601,0.00144508670520231,0,0.00722543352601156,0,0,0,0,0,0,0,0.000722543352601156,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0,0.0686416184971098,0,0,0.000722543352601156,0.00216763005780347,0,0,0.133670520231214,0,0.000722543352601156,0.00433526011560694,0,0.00794797687861272,0.00433526011560694,0.0433526011560694,0.000722543352601156,0,0.0115606936416185,0.281791907514451,0,0,0.00144508670520231,0.00216763005780347,0,343,NA,NA
"15",0,0,0.00275103163686382,0,0,0,0.0123796423658872,0.00343878954607978,0.000687757909215956,0,0.00825309491059147,0.0852819807427785,0,0.00550206327372765,0.164374140302613,0.0254470426409904,0.000687757909215956,0,0,0,0.00343878954607978,0.00206327372764787,0,0,0,0,0,0,0.00206327372764787,0.000687757909215956,0,0,0,0,0,0,0,0,0.000687757909215956,0,0.00206327372764787,0,0,0,0,0.00206327372764787,0,0,0,0.00137551581843191,0,0,0,0.0295735900962861,0,0,0.0103163686382393,0,0,0.000687757909215956,0,0,0,0,0,0,0,0.000687757909215956,0,0,0,0,0.00825309491059147,0,0,0,0.00137551581843191,0.061898211829436,0.00137551581843191,0.000687757909215956,0,0.00275103163686382,0.000687757909215956,0,0.158872077028886,0,0,0.00206327372764787,0.00275103163686382,0.0123796423658872,0.00825309491059147,0.0185694635488308,0.000687757909215956,0,0.0103163686382393,0.344566712517194,0,0,0,0,0,412,NA,NA
"16",0,0,0,0,0,0,0.00118296529968454,0.000788643533123028,0,0.000394321766561514,0.00354889589905363,0.10410094637224,0.000394321766561514,0.00118296529968454,0.0595425867507886,0.00985804416403785,0,0,0,0,0.000788643533123028,0.00236593059936909,0,0,0,0.000394321766561514,0,0,0.000788643533123028,0.000394321766561514,0,0,0,0,0,0,0,0,0.000394321766561514,0,0.00236593059936909,0,0,0,0,0.00118296529968454,0,0,0,0,0,0,0,0.00906940063091483,0.00157728706624606,0,0.00118296529968454,0,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027602523659306,0,0,0,0,0.0319400630914827,0,0,0.000394321766561514,0,0.000788643533123028,0,0.0725552050473186,0,0.000788643533123028,0.000394321766561514,0,0.00394321766561514,0.000788643533123028,0.00906940063091483,0,0,0.00236593059936909,0.669558359621451,0.000788643533123028,0,0.000788643533123028,0,0,456,NA,NA
"17",0,0,0.0212765957446809,0,0,0,0.00386847195357834,0.00386847195357834,0,0,0.00580270793036751,0.148936170212766,0,0.00676982591876209,0.227272727272727,0.0357833655705996,0,0,0,0,0.000967117988394584,0.000967117988394584,0,0,0,0.00386847195357834,0,0,0,0.000967117988394584,0,0,0,0,0,0,0.000967117988394584,0,0,0,0.00676982591876209,0,0,0.000967117988394584,0,0.00290135396518375,0,0,0,0.000967117988394584,0,0,0,0.0145067698259188,0,0,0.00483558994197292,0.00193423597678917,0.00193423597678917,0,0,0,0,0.000967117988394584,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0,0,0.0928433268858801,0,0,0,0.000967117988394584,0.000967117988394584,0,0.135396518375242,0,0.00193423597678917,0.00870406189555126,0.000967117988394584,0.000967117988394584,0.00676982591876209,0.0193423597678917,0.000967117988394584,0,0.00870406189555126,0.212765957446809,0,0,0.000967117988394584,0,0,498,NA,NA
"18",0,0.000537056928034372,0.00161117078410311,0,0,0,0.00322234156820623,0.00107411385606874,0,0,0.00429645542427497,0.190655209452202,0,0.00322234156820623,0.0773361976369495,0.0311493018259936,0,0,0,0,0.000537056928034372,0.00322234156820623,0,0,0,0.00107411385606874,0.000537056928034372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214822771213749,0,0,0,0,0.000537056928034372,0,0,0,0,0.000537056928034372,0,0,0.00537056928034372,0.00107411385606874,0,0.00483351235230934,0,0.00107411385606874,0,0,0,0,0.000537056928034372,0,0,0,0,0,0,0,0,0.00429645542427497,0,0,0,0,0.037593984962406,0,0,0,0,0.000537056928034372,0,0.0816326530612245,0.000537056928034372,0.00214822771213749,0.00859291084854995,0.00161117078410311,0,0.0037593984962406,0.0112781954887218,0,0,0.00429645542427497,0.504833512352309,0.00322234156820623,0,0.00107411385606874,0,0,533,NA,NA
"19",0,0.000924214417744917,0.00646950092421442,0,0,0,0.0055452865064695,0,0,0,0.0138632162661738,0.224584103512015,0,0.00277264325323475,0.149722735674677,0.0249537892791128,0,0,0,0,0.00184842883548983,0.00462107208872458,0,0,0,0.000924214417744917,0,0,0.00369685767097967,0,0,0,0,0,0,0,0,0,0,0,0.00646950092421442,0,0,0.000924214417744917,0,0,0,0,0,0,0.000924214417744917,0,0,0.0120147874306839,0.000924214417744917,0,0.00646950092421442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646950092421442,0,0,0,0,0.0905730129390018,0.000924214417744917,0,0,0,0,0,0.16173752310536,0.000924214417744917,0.000924214417744917,0.0157116451016636,0.000924214417744917,0,0.00369685767097967,0.0055452865064695,0,0,0.0129390018484288,0.231053604436229,0,0,0.000924214417744917,0,0,555,NA,NA
"20",0,0.001001001001001,0.002002002002002,0,0,0,0.004004004004004,0.001001001001001,0,0,0.01001001001001,0.294294294294294,0,0,0.153153153153153,0.03003003003003,0,0,0,0,0.002002002002002,0.005005005005005,0,0,0,0.003003003003003,0,0,0.002002002002002,0,0,0,0,0,0,0,0,0,0,0,0.005005005005005,0,0,0,0,0.002002002002002,0,0,0,0,0,0,0,0.013013013013013,0.001001001001001,0,0.003003003003003,0,0.002002002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005005005005005,0,0,0,0.001001001001001,0.0800800800800801,0,0,0,0.002002002002002,0,0,0.134134134134134,0,0.001001001001001,0.013013013013013,0.001001001001001,0,0.013013013013013,0.012012012012012,0,0,0.023023023023023,0.18018018018018,0,0,0,0,0.001001001001001,579,NA,NA
"21",0,0.000543773790103317,0.00380641653072322,0,0,0,0.000543773790103317,0.00217509516041327,0,0.000543773790103317,0.00815660685154975,0.168026101141925,0,0.000543773790103317,0.0837411636759108,0.020663404023926,0,0,0,0,0,0.0032626427406199,0,0,0,0.00108754758020663,0,0,0.00271886895051659,0.000543773790103317,0,0,0,0,0,0,0,0,0,0,0.00380641653072322,0,0,0,0,0.000543773790103317,0,0,0,0.000543773790103317,0,0,0,0.00924415443175639,0,0,0.00543773790103317,0,0,0,0,0,0,0.000543773790103317,0,0,0.000543773790103317,0.000543773790103317,0,0,0,0,0.0032626427406199,0,0,0,0,0.0489396411092985,0,0,0,0,0,0,0.0750407830342577,0.00217509516041327,0.0032626427406199,0.011963023382273,0,0,0.0032626427406199,0.00271886895051659,0,0,0.00706905927134312,0.523110386079391,0,0,0.000543773790103317,0,0.00108754758020663,607,NA,NA
"22",0.000588235294117647,0,0.000588235294117647,0,0,0,0.00235294117647059,0.00117647058823529,0,0.000588235294117647,0.00588235294117647,0.248823529411765,0,0.000588235294117647,0.0788235294117647,0.0164705882352941,0,0,0,0,0.00117647058823529,0.00235294117647059,0,0,0,0.00117647058823529,0,0,0.00117647058823529,0,0,0,0,0,0,0,0,0,0,0,0.00411764705882353,0,0,0.000588235294117647,0,0,0,0.000588235294117647,0,0,0,0,0,0.00411764705882353,0.00411764705882353,0,0.00235294117647059,0,0.000588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0.0511764705882353,0,0,0,0,0,0,0.0905882352941176,0.00176470588235294,0.00411764705882353,0.0158823529411765,0.00117647058823529,0,0.00470588235294118,0.00882352941176471,0.00117647058823529,0,0.0105882352941176,0.427058823529412,0,0,0,0,0.00176470588235294,627,NA,NA
"23",0,0,0.00107874865156419,0.000539374325782093,0,0,0.00161812297734628,0.00215749730312837,0,0,0.00377562028047465,0.190938511326861,0,0.00323624595469256,0.0711974110032362,0.0188781014023732,0,0.000539374325782093,0,0,0.000539374325782093,0.00323624595469256,0,0,0,0.00161812297734628,0,0,0.00161812297734628,0,0,0,0,0,0,0,0.000539374325782093,0,0,0,0.00215749730312837,0,0,0,0,0.000539374325782093,0,0,0,0,0.000539374325782093,0,0.000539374325782093,0.0075512405609493,0.00215749730312837,0.00107874865156419,0.00215749730312837,0,0.000539374325782093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215749730312837,0,0,0,0.000539374325782093,0.0474649406688242,0,0,0,0,0,0,0.0533980582524272,0.00161812297734628,0.00161812297734628,0.0161812297734628,0.000539374325782093,0,0.00269687162891046,0.00107874865156419,0,0,0.0075512405609493,0.545307443365696,0,0,0,0,0.00107874865156419,651,NA,NA
"24",0.000526870389884088,0,0,0,0,0,0.00368809272918862,0,0,0,0.00526870389884088,0.118018967334036,0,0.00263435194942044,0.0974710221285564,0.0168598524762908,0,0,0,0,0.000526870389884088,0.00316122233930453,0,0,0,0.000526870389884088,0,0,0.000526870389884088,0,0,0,0,0,0,0,0,0,0,0,0.00263435194942044,0,0,0,0,0.00210748155953635,0,0,0,0,0,0,0,0.00421496311907271,0.00105374077976818,0,0.0047418335089568,0.000526870389884088,0.000526870389884088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421496311907271,0,0,0,0,0.0468914646996839,0,0,0,0,0,0,0.0922023182297155,0,0.000526870389884088,0.00948366701791359,0,0,0.00263435194942044,0.00210748155953635,0,0,0.00790305584826133,0.567439409905163,0.000526870389884088,0,0,0,0.00105374077976818,671,NA,NA
"25",0,0,0.00212615166548547,0,0,0,0.00283486888731396,0.00141743444365698,0,0,0.00496102055279943,0.21615875265769,0,0,0.0857547838412473,0.0226789510985117,0,0.00070871722182849,0,0,0,0.00496102055279943,0,0,0,0.00354358610914245,0,0,0,0.00070871722182849,0,0,0,0,0,0,0,0,0,0,0.00070871722182849,0,0,0,0,0,0,0,0,0,0,0,0,0.00779588944011339,0.00141743444365698,0,0.00212615166548547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212615166548547,0,0,0,0.00070871722182849,0.0531537916371368,0,0,0,0,0,0,0.0815024805102764,0.00141743444365698,0.00496102055279943,0.00496102055279943,0.00212615166548547,0,0.00283486888731396,0.00354358610914245,0,0,0.00921332388377038,0.474840538625089,0,0,0,0,0.00070871722182849,679,NA,NA
